,Fecha,Ubicacion,Operador,Ruta,Tipo Avion,Num Registro,cn / ln,Total Muertes en Suelo,Año,Total Abordo,Pasajeros abordo,Tripulación Abordo,Total Muertes,Muertes Pasajeros,Muertes Tripulacion,Tasa Mortalidad,Ciudad
1666,1957-11-15,"Near Palma de Mallorca, Spain",Aviaco,Barcelona - Palma de Mallorca,de Havilland DH-114 Heron 2D,EC-ANZ,14117,0,1957,4,2,2,4,2,2,1.0,Barcelona 
1667,1957-11-21,"Christchurch, New Zealand",Straits Air Freight Express,Paraparaumu - Timaru,Bristol 170 Freighter 31,ZK-AYH,12828,0,1957,4,2,2,4,2,2,1.0,Paraparaumu 
1668,1957-12-08,"Bolivar, Argentina",Aerolineas Argentinas,Buenos Aires - San Carlos,Douglas DC-4,LV-AHZ,27227,0,1957,61,55,6,61,55,6,1.0,Buenos Aires 
1669,1957-12-10,"Jeannine Lake, Quebec, Canada",Northern Wings,Seven Islands - Jeannine Lake,Douglas C-47A,CF-GKV,13837/25282,0,1957,10,7,3,3,3,0,0.3,Seven Islands 
1670,1957-12-11,"Ozamis City, Philippines",Philippine Air Lines,Ozamis City - Pagadian,de Havilland Canada DHC-3 Otter,PI-C55,168,0,1957,12,11,1,2,1,1,0.16666666666666666,Ozamis City 
1671,1957-12-18,"Near Birobidzhan, Russia",Aeroflot,Khabarovsk - Magdagachi - Irkutsk - Moscow,Ilyushin IL-12,CCCP-L1309,30 015,0,1957,27,22,5,27,22,5,1.0,Khabarovsk 
1672,1957-12-23,"Stansted, England",Scottish Airlines,Malta - London,Avro 685 York C-1,G-AMUN,MW321,0,1957,4,0,4,4,0,4,1.0,Malta 
1674,1957-12-31,"Buenos Aires, Argentina",Aerolineas Argentinas,Buenos Aires - Rosario - Corrientes,Short Sunderland,LV-AAR,3,0,1957,50,44,6,9,1,8,0.18,Buenos Aires 
1677,1958-02-01,"Rio de Janeiro, Brazil",Loide Aéreo Nacional,Rio de Janerio - Fortaleza,Douglas DC-4,PP-LEM,18336,0,1958,73,68,5,5,3,2,0.0684931506849315,Rio de Janerio 
1678,1958-02-01,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,53-3277A/127723,44622/,1,1958,41,35,6,41,35,6,1.0,Long Beach 
1679,1958-02-06,"Munich, Germany",British European Airways,Belgrade - Munich - Manchester,Airspeed Ambassador AS-57,G-ALZU,5217,0,1958,44,38,6,23,21,2,0.5227272727272727,Belgrade 
1680,1958-02-15,"Mount Vesuvius, Italy",Military - US Air Force,Ramstein - Naples - Turkey,Douglas VC-47A,42-93817,13771,0,1958,16,14,2,16,14,2,1.0,Ramstein 
1682,1958-02-19,"Raiatea, French Polynesia",Réseau Aérien Interinsulaire,"Papeete, French Polynesia - Raiatea",Consolidated PBY-5A  Catalina,F-AOVV,296,0,1958,15,12,3,15,12,3,1.0,"Papeete, French Polynesia "
1683,1958-02-20,"Off Corvo Island, Azores",Military - U.S. Navy,Argentina - Azores,Lockheed WV-2,BU-141310,4434,0,1958,22,0,22,22,0,22,1.0,Argentina 
1684,1958-02-27,"Horwich, Lancs, England",Silver City Airways,Isle of Man - Manchester,Bristol 170 Freighter 21,G-AICS,12762,0,1958,42,39,3,35,35,0,0.8333333333333334,Isle of Man 
1685,1958-03-07,"Menzalah Lake, Egypt",Misrair,Athens - Cairo,Vickers 628 Viking 1B,SU-AGN,196,0,1958,26,22,4,8,4,4,0.3076923076923077,Athens 
1686,1958-03-07,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,Subic Bay - Naha,Fairchild R4Q / Dougas AD-6 skyraider,129741/135350,10570,0,1958,26,19,7,26,19,7,1.0,Subic Bay 
1687,1958-03-22,"Grants, New Mexico",Private,Los Angeles - New York,Lockheed 18 Lodestar,N300E,2312,0,1958,4,2,2,4,2,2,1.0,Los Angeles 
1688,1958-03-24,"Near Kathmandu, Nepal",Indian Airlines,Simrla - Kathmandu,Douglas DC-3,VT-CYN,19988,0,1958,20,16,4,20,16,4,1.0,Simrla 
1689,1958-03-25,"Miami, Florida",Braniff Airlines,Dallas - Miami - Panama City - Rio de Janeiro,Douglas DC-7-C,N5904,45072/793,0,1958,24,19,5,9,9,0,0.375,Dallas 
1690,1958-03-27,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,San Antionio - OK City / Wichita Falls - Forth Worth,Douglas C-124C / Fairchild C-119C,52-981A/49-195A,43890 /10432,0,1958,18,13,5,18,13,5,1.0,San Antionio 
1691,1958-04-02,"Quito, Ecuador",Transportes Aereos Orientales,Quito - Esmeraldas,Junkers JU-52/3m,HC-SND,J5109,0,1958,14,12,2,3,3,0,0.21428571428571427,Quito 
1692,1958-04-06,"Freeland, Michigan",Capital Airlines,New York - Detroit - Saginaw - Chicago,Vickers Viscount 745D,N7437,135,0,1958,47,44,3,47,44,3,1.0,New York 
1693,1958-04-07,"Mt. Illiniza, Ecuador",AREA,Guayaquil - Quito,Douglas DC-3,HC-ACL,19779,0,1958,32,29,3,32,29,3,1.0,Guayaquil 
1694,1958-04-14,"Off Castell de Fels, Spain",Aviaco,Zaragoza - Barcelona,de Havilland DH-114 Heron 2D,EC-ANJ,14113,0,1958,16,14,2,16,14,2,1.0,Zaragoza 
1695,1958-04-21,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,Los Angeles - New York City,Douglas DC-7 / F-100F,N6328C/56-3755,45142 /243-31,0,1958,49,42,7,49,42,7,1.0,Los Angeles 
1696,1958-05-15,"New Delhi, India",Pakistan International Airlines,Dehli - Karachi,Convair CV-240-7,AP-AEH,052,2,1958,38,32,6,21,17,4,0.5526315789473685,Dehli 
1698,1958-05-18,"Near Casablanca, Morocco",Sabena,Brussels - Lisbon - Léopoldville,Douglas DC-7C,OO-SFA,45157/737,0,1958,69,60,9,65,56,9,0.9420289855072463,Brussels 
1699,1958-05-20,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,Pittsburgh - Baltimore,Vickers Viscount 745D / T-33A,N7410/53-5966,108,0,1958,13,7,6,12,7,5,0.9230769230769231,Pittsburgh 
1700,1958-05-25,"Gurgaon, India",Dan-Air Services,Karachi - Dehli,Avro 685 York C-1,G-AMUV,MW226,0,1958,5,0,5,4,0,4,0.8,Karachi 
1701,1958-05-31,"SW of Algiers, Algeria",Air France,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,F-BHKV,20001,0,1958,15,12,3,15,12,3,1.0,Algier 
1702,1958-05-31,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,Rio de Janeiro - Belém,Curtiss C-46D,PP-BTB,33304,0,1958,4,0,4,4,0,4,1.0,Rio de Janeiro 
1703,1958-06-02,"Near Guadalajara, Mexico",Aeronaves de Mexico,Guadalajara - Mexico City,Lockheed 749A Constellation,XA-MEV,2665,0,1958,45,38,7,45,38,7,1.0,Guadalajara 
1704,1958-06-02,"Manila, Philippines",Pan American World Airways,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,N1023V,15923,0,1958,57,49,8,1,1,0,0.017543859649122806,San Francisco 
1705,1958-06-04,"Martinsburg, West Virginia",Capital Airlines,Training,Douglas DC-3,N49553,4820,0,1958,3,0,3,1,0,1,0.3333333333333333,Training
1706,1958-06-09,"Magadan Oblast, Russia",Aeroflot,Okhotsk - Magadan,Ilyushin IL-12,CCCP-L1364,30 082,0,1958,24,20,4,24,20,4,1.0,Okhotsk 
1707,1958-06-10,Ilha Grande Rio de Janeiro,Aerolenas Argentinas,Rio de Janeiro - Buenos Aires,Douglas DC-6,LV-ADV,43034,0,1958,22,16,6,0,0,0,0.0,Rio de Janeiro 
1708,1958-06-16,"Curitiba, Brazil",Cruzeiro,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,0,1958,26,21,5,21,16,5,0.8076923076923077,Florianopolis 
1709,1958-06-25,"Mohanbari, India",Indian Airlines,Mohanbari - Damroh,Douglas C-47A,VT-COJ,10051,0,1958,7,4,3,5,3,2,0.7142857142857143,Mohanbari 
1710,1958-06-27,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,Westover AFB - London,Boeing KC-135A,56-3599A,17348,0,1958,15,8,7,15,8,7,1.0,Westover AFB 
1711,1958-07-09,"Dhaka, Baangladesh",Indian Airlines,Agartala - Dhaka,Douglas C-47A,VT-CYM,19317,0,1958,3,0,3,3,0,3,1.0,Agartala 
1712,1958-08-09,"Benghazi, Libya",Central African Airways,Wadi Halfa - Benina,Vickers Viscount 748D,VP-YNE,102,0,1958,54,47,7,36,32,4,0.6666666666666666,Wadi Halfa 
1713,1958-08-11,"Near Belem, Brazil",Loide Aéreo Nacional,Manaus - Belem,Douglas DC-4,PP-LEQ,10544,0,1958,11,5,6,10,4,6,0.9090909090909091,Manaus 
1714,1958-08-12,"Sakiya Saugye, Japan",All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,JA5045,7336,0,1958,33,30,3,33,30,3,1.0,Tokyo 
1715,1958-08-14,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,Amsterdam - Shannon - Gander - New York,Lockheed 1049H Super Constellation,PH-LKM,4841,0,1958,99,91,8,99,91,8,1.0,Amsterdam 
1716,1958-08-15,"Near Chita, Russia",Aeroflot,Khabarovsk - Irkutsk,Tupolev TU-104-A,CCCP-L5442,7350303,0,1958,64,54,10,64,54,10,1.0,Khabarovsk 
1717,1958-08-15,"Nantucket, Massachusetts",Northeast Airlines,New York City - Nantucket,Convair CV-240-2,N90670,090,0,1958,34,31,3,25,22,3,0.7352941176470589,New York City 
1718,1958-09-02,Off Guam,Military - U.S. Air Force,Guam - Clark AB,Douglas C-124C Globemaster,52-1081A,43990,0,1958,19,12,7,19,12,7,1.0,Guam 
1719,1958-09-02,"London, England",Independent Air Travel,"London, England - Nice, France",Vickers 621 Viking 1,G-AIJE,127,4,1958,3,0,3,3,0,3,1.0,"London, England "
1720,1958-09-02,"Sasnashen, Russia",Military - U.S. Air Force,Survey flight,Lockheed C-130A-II Hercules,56-0528,3136,0,1958,17,0,17,17,0,17,1.0,Survey flight
1721,1958-09-05,"Campina Grande, Brazil",Loide Aereo Nacional,Paraiba - Rio de Janerio,Curtiss C-46A-CU,PP-LDX,30288,0,1958,18,14,4,14,12,2,0.7777777777777778,Paraiba 
1722,1958-09-07,"Kazakh, Russia",Aeroflot,Frunze - Aktyubinsk - Uralsk - Moscow,Aeroflot,CCCP-L1692,7342304,0,1958,27,22,5,27,22,5,1.0,Frunze 
1723,1958-09-08,"Near Fairchild AFB, Washington",Military - U.S. Air Force / U.S. Air Force,Training,Boeing B-52 / Boeing B-52,56-661 / 56-681,464033 / 464052,0,1958,16,0,16,13,0,13,0.8125,Training
1724,1958-09-09,"Mount Oyama, Japan",Flying Tiger Line,Travis - Hickam - Wake Island - Tachikawa,Lockheed L-1049H Super Constellation,N6920C,4822,0,1958,8,2,6,8,2,6,1.0,Travis 
1725,1958-09-19,"Near Lazo, Russia",Aeroflot,Magadan - Okhotsk - Khabarovsk,Ilyushin IL-12,CCCP-L3904,30 073,0,1958,28,24,4,28,24,4,1.0,Magadan 
1726,1958-09-19,"Triel, France",Military - U.S. Air Force,Evreux - Spangdahlem,Lockheed C-130A Hercules,56-0526,3134,0,1958,15,0,15,15,0,15,1.0,Evreux 
1727,1958-09-29,Over the Mediterranean Sea,Middle East Airlines,Beirut - Rome - London,Avro 685 York I,OD-ADB,1307,0,1958,5,0,5,5,0,5,1.0,Beirut 
1728,1958-10-09,"Payette, Idaho",Military - U.S. Air Force,Ogden Hill AFB - McChord AFB,Fairchild C-123 Provider,55-4521A,20182,0,1958,19,14,5,19,14,5,1.0,Ogden Hill AFB 
1729,1958-10-14,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Panama City - Maracaibo,Lockheed 1049E Super Constellation,YV-C-ANC,4575,0,1958,23,17,6,23,17,6,1.0,Panama City 
1730,1958-10-15,"Villa Montes, Bolivia",Military - TAM (Bolivia),Fortin Campero - Tarija,Douglas C-47A,TAM-03,13839,0,1958,20,17,3,20,17,3,1.0,Fortin Campero 
1731,1958-10-17,"Near Kanash, Russia",Aeroflot,Peking - Moscow,Tupolev TU-104A,CCCP-42362,86601002,0,1958,80,71,9,80,71,9,1.0,Peking 
1733,1958-10-22,"Anzio, Italy",British European Airways,London - Napoli,Vickers Viscount 701C,G-ANHC,063,0,1958,31,26,5,31,26,5,1.0,London 
1734,1958-11-01,"Nipe Bay, Cuba",Cubana de Aviacion,Miami - Varadero,Vickers Viscount 755D,CU-T603,091,0,1958,20,16,4,17,13,4,0.85,Miami 
1735,1958-11-03,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Rome - Belgrade,Douglas C-47-DL,YE-AAB,4345,0,1958,8,4,4,8,4,4,1.0,Rome 
1737,1958-11-09,North Atlantic Ocean,ARTOP Aerotopografica LDA,Cabo Ruivo - Funchal,Martin Mariner,CS-THB,59144,0,1958,36,30,6,36,30,6,1.0,Cabo Ruivo 
1738,1958-11-16,"Fort Collins, Colorado",Capitol Airways,"Denver - Ogden Hill AFB, Utah",Curtiss C-46F,N1301N,22480,0,1958,2,0,2,2,0,2,1.0,Denver 
1739,1958-12-04,"Guadarrama Mountains, Spain",Aviaco,Vigo - Madrid,SNCASE Languedoc,EC-ANR,28,0,1958,21,16,5,21,16,5,1.0,Vigo 
1740,1958-12-23,"Tashkent, Uzbekstan",Aeroflot,Ashgabat - Tashkent,Ilyushin IL-14,CCCP-61663,6342007,0,1958,21,15,6,21,15,6,1.0,Ashgabat 
1741,1958-12-24,"Winkton, England",BOAC,Test,Bristol 175 Britannia 312,G-AOVD,13235,0,1958,12,9,3,9,7,2,0.75,Test
1742,1958-12-26,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,F-BGTZ,43827/337,0,1958,70,63,7,3,3,0,0.04285714285714286,Johannesberg 
1743,1958-12-30,"Rio de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Saab Scandia,PP-SQE,103,0,1958,37,33,4,21,17,4,0.5675675675675675,Rio de Janeiro 
1744,1959-01-06,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Copan - Nuovo Octopeque,Douglas DC-3,XH-SAA,19667,0,1959,5,2,3,5,2,3,1.0,Copan 
1745,1959-01-08,"Mt. Holston, Tennessee",Southeast Airlines,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,N18941,2007,0,1959,10,7,3,10,7,3,1.0,Nashville 
1746,1959-01-11,"Rio de Janerio, Brazil",Lufthansa,Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio,Lockheed L 1049G Super Constillation,D-ALAK,4602,0,1959,39,29,10,36,29,7,0.9230769230769231,Hamburg
1747,1959-01-14,"Panther Peak, California",California Air Freight,Burbank - Seattle,Curtiss C-46F,N1240N,22404,0,1959,2,0,2,2,0,2,1.0,Burbank 
1748,1959-01-16,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,LV-GED,30514,0,1959,52,47,5,51,46,5,0.9807692307692307,Buenos Aires 
1749,1959-01-18,"Stalingrad, Russia",Aeroflot,Voronezh - Stalingrad,Ilyushin IL-14P,CCCP-41863,146000701,0,1959,25,20,5,25,20,5,1.0,Voronezh 
1750,1959-01-21,"Near Merida, Venezuela",Linea Expresa Bolivar,Mérida - Lagunillas - Maracaibo,Curtiss C-46D-15-CU,YV-C-LBI,33411,0,1959,4,2,2,4,2,2,1.0,Mérida 
1751,1959-01-22,"Dabouk, Jordan",Air Jordan,Jerusalem - Amman,Convair CV-240-2,JY-ACB,055,0,1959,15,11,4,10,6,4,0.6666666666666666,Jerusalem 
1752,1959-01-27,"Brindisi, Italy",Air Charter,England to Australia,Avro 688,G-AGRG,1255,0,1959,6,0,6,2,0,2,0.3333333333333333,England to Australia
1753,1959-02-01,"Kerrville, Texas",General Airways,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,N17314,1924,0,1959,28,30,2,3,1,2,0.10714285714285714,"Pueblo, CO "
1754,1959-02-03,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Mason City - Fargo,Beechcraft Bonanza 35,N3794N,D- 1019,0,1959,4,3,1,4,3,1,1.0,Mason City 
1755,1959-02-03,"La Guardia Airport, New York, NY",American Airlines,Chicago - New York City,Lockheed  188A Electra,N6101A,1015,0,1959,73,68,5,65,63,2,0.8904109589041096,Chicago 
1756,1959-02-17,"Gatwick, Surrey, England",Turkish Airlines (THY),Ankara - Rome -  London,Vickers Viscount 794D,TC-SEV,429,0,1959,24,16,8,14,9,5,0.5833333333333334,Ankara 
1757,1959-02-18,"Belen, Chile",Southern Cross Airways,Arica - Puerto Suarez,Curtiss C-46A,N68823,26818,0,1959,5,0,5,5,0,5,1.0,Arica 
1758,1959-03-05,"Managua, Nicaragua",TACA,Las Mercedes - Tegucigalpa,Vickers Viscount 763,YS-09C,082,0,1959,19,15,4,15,13,2,0.7894736842105263,Las Mercedes 
1759,1959-03-12,"Tobu, India",Indian Airlines,Jorhat - Noklok - Jorhat,Douglas C-47A,VT-CYH,12493,0,1959,7,4,3,5,2,3,0.7142857142857143,Jorhat 
1760,1959-03-13,"Mahon, Spain",Aviaco,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,EC-ADH,12776,0,1959,18,15,3,1,1,0,0.05555555555555555,Palma de Mallorca 
1761,1959-03-29,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,Berbérati - Bangui - Bambari,Nord 2501 Noratlas,F-BGZB,2,0,1959,9,5,4,9,5,4,1.0,Berbérati 
1762,1959-03-29,"Near Silchar, India",Indian Airlines,Calcutta - Agartala - Silchar - Imphal,Douglas DC-3,VT-CGI,20176,0,1959,24,20,4,24,20,4,1.0,Calcutta 
1763,1959-03-30,"Alma, Georgia",Riddle Airlines,"Orlando, FL - Atlanta, GA",Curtiss C-46A,N7840B,30242,0,1959,2,0,2,2,0,2,1.0,"Orlando, FL "
1764,1959-04-17,"Puerto Kino, Mexico",Tigres Voladores,Mexicale - Guaymas,Curtiss C-46F-1-CU,XA-MIS,22586,0,1959,26,21,5,26,21,5,1.0,Mexicale 
1765,1959-04-23,"Van, Turkey",Air Charter,London - Ankara - Bahrain,Avro 688 Super Trader,G-AGRH,1256,0,1959,12,0,12,12,0,12,1.0,London 
1766,1959-04-29,"Valdemeca, Spain",Iberia Airlines,Barcelona - Madrid,Douglas DC-3,EC-ABC,19334,0,1959,28,25,3,28,25,3,1.0,Barcelona 
1767,1959-05-02,"Mallorca, Spain",Austria-Flugdienst,Palma de Mallorca - Wien,Douglas DC-3,OE-FDA,12210,0,1959,5,2,3,5,2,3,1.0,Palma de Mallorca 
1768,1959-05-12,"Chase, Maryland",Capital Airlines,New York City - Atlanta,Vickers Viscount 745D,N7463,287,0,1959,31,27,4,31,27,4,1.0,New York City 
1769,1959-05-12,"Charleston, West Virginia",Capital Airlines,Pittsburg - Charleston,Lockheed C-69 Constellation,N2735A,1978,0,1959,44,38,6,2,1,1,0.045454545454545456,Pittsburg 
1770,1959-05-13,"Near Toumavista, Peru",Transportes Aereos Peruanos,Lima - Pucallpa,Curtiss C-46A,OB-WBP-507,26829,0,1959,12,10,2,12,10,2,1.0,Lima 
1771,1959-05-15,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Mar del Plata - Bahia Blanca,Douglas DC-3,LV-AFW,19790,0,1959,10,6,4,10,6,4,1.0,Mar del Plata 
1772,1959-05-21,"Moro, Peru",Lineas Aéreas Interpolar,Miami - Panama City - Talara - Arica,Curtiss C-46A-50-CU,CC-CIA-497,30482,0,1959,8,4,4,8,4,4,1.0,Miami 
1776,1959-06-23,"Cerros Baco, Peru",AVIANCA,Bogota - Lima,Douglas DC-4,HK-135,10418,0,1959,14,10,4,14,10,4,1.0,Bogota 
1777,1959-06-26,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Milan - Paris,Lockheed 1649A Starliner,N7313C,1015,0,1959,68,59,9,68,59,9,1.0,Milan 
1780,1959-08-03,"Sagone, India",Kalinga Airlines,Mohanbari - Along,Douglas DC-3,VT-DGP,9549,0,1959,6,3,3,6,3,3,1.0,Mohanbari 
1781,1959-08-14,"Karachi, Pakistan",Pakistan International Airlines,Training,Vickers 815 Viscount,AP-AJE,337,0,1959,3,0,3,2,0,2,0.6666666666666666,Training
1782,1959-08-15,"Calverton, New York",American Airlines,Training,Boeing 707-123,N7514A,17641/36,0,1959,5,0,5,5,0,5,1.0,Training
1783,1959-08-19,"Near Barcelona, Spain",Transair,Barcelona - London,Douglas DC-3,G-AMZD,16112/3286,0,1959,32,29,3,32,29,3,1.0,Barcelona 
1784,1959-08-27,"Near Asuncion, Paraguay",Aerolineas Argentinas,Buenos Aires - Asunción,de Havilland DH-106 Comet 4,LV-AHP,6411,0,1959,50,44,6,2,1,1,0.04,Buenos Aires 
1785,1959-09-02,"Abilene, Texas",Aaxico Airlines,"Abilene, TX - Forth Worth, TX",Curtiss C-46A,N5140B,26809,0,1959,2,0,2,2,0,2,1.0,"Abilene, TX "
1787,1959-09-12,"Near Tegucigalpa, Honduras",Pan American World Airways,San Salvador - Miami,Douglas DC-4,N88900,10504,0,1959,3,0,3,3,0,3,1.0,San Salvador 
1788,1959-09-23,"Sao Paulo, Brazil",VASP,Sao Paulo - Rio de Janeiro,Saab Scandia 90A-1,PP-SQV,106,0,1959,20,16,4,20,16,4,1.0,Sao Paulo 
1789,1959-09-24,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,N63396,10486,0,1959,16,11,5,16,11,5,1.0,Shemya 
1790,1959-09-24,"Bordeaux, France",T.A. Intercontinentaux (France),Paris - Bordeaux - Bamako - Abidjan,Douglas DC-7C,F-BIAP,45366/892,0,1959,65,56,9,54,45,9,0.8307692307692308,Paris 
1791,1959-09-29,"Buffalo, Texas",Braniff Airlines,Houston - Dallas,Lockheed 188A Electra,N9705C,1090,0,1959,34,28,6,34,28,6,1.0,Houston 
1793,1959-10-23,"Near Moscow, Russia",Aeroflot,Baku - Moscow,Ilyushin IL-14P,CCCP-41806,6341709,0,1959,28,23,5,28,23,5,1.0,Baku 
1794,1959-10-26,"Santa Maria, California",Pacific Air Lines,Los Angeles - Oxnard - Santa Maria - Paso Robles,Douglas C-47A-DL,N67589,19656,1,1959,19,17,2,1,0,1,0.05263157894736842,Los Angeles 
1795,1959-10-30,"Waynesborough, Virginia",Piedmont Airlines,"Washington DC - Charlottsville, VA",Douglas DC-3,N55V,20447,0,1959,27,24,3,26,23,3,0.9629629629629629,Washington DC 
1796,1959-10-30,"Athens, Greece",Olympic Airways,Athens - Thessaloniki,Douglas DC-3,SX-BAD,9491,0,1959,18,15,3,18,15,3,1.0,Athens 
1797,1959-11-04,"St. Cleophas, Quebec, Canada",Wheeler Airlines,Montreal - Hall Lake,Douglas C-54A,CF-ILI,10360,0,1959,5,0,5,5,0,5,1.0,Montreal 
1798,1959-11-16,"Lvov, Ukraine, USSR",Aeroflot,Moscow - Kiev - Lvov,Antonov AN-10,CCCP-11167,9401402,0,1959,40,32,8,40,32,8,1.0,Moscow 
1799,1959-11-16,Gulf of Mexico,National Airlines,Tampa - New Orleans,Douglas DC-7B,N4891C,45355,0,1959,42,36,6,42,36,6,1.0,Tampa 
1800,1959-11-21,"Beirut, Lebanon",Ariana Afghan Airlines,Beirut - Tehran,Douglas DC-4,YA-BAG,18367,0,1959,27,22,5,24,19,5,0.8888888888888888,Beirut 
1801,1959-11-24,"Chicago, Illinois",Trans World Airlines,Chicago - Denver - Los Angeles,Lockheed L-1049H Super Constellation,N102R,4824,8,1959,3,0,3,3,0,3,1.0,Chicago 
1802,1959-12-01,"Willamsport, Pennsylvania",Allegheny Airlines,Harrisburg - Willamsport,Martin 202,N174A,9159,0,1959,26,22,4,25,21,4,0.9615384615384616,Harrisburg 
1803,1959-12-08,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,San Andres Island - Cartagena,Curtiss C-46A,HK-515,26941,0,1959,45,42,3,45,42,3,1.0,San Andres Island 
1804,1959-12-13,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Kabul - Tashkent,Ilyushin IL-18,CCCP-91577,147001416,0,1959,29,24,5,29,24,5,1.0,Kabul 
1805,1959-12-17,"Ketchikan, Alaska",California Aircraft,Juneau - Annette Island,Consolidated PBY-5A Catalina,N64T,2102,0,1959,3,0,3,3,0,3,1.0,Juneau 
1806,1959-12-21,"Rome, Italy",Alitalia,Training,Vickers 785D Viscount,I-LIZT,378,0,1959,2,0,2,2,0,2,1.0,Training
1807,1959-12-22,"Rio de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Vickers Viscount 827 / Fokker T-21,PP-SRG / 0742,401,10,1959,32,26,6,32,26,6,1.0,Rio de Janeiro 
1808,1959-12-24,"Palembang, Indonesia",Garuda Indonesia Airlines,Palembang - Jakarta,Douglas C-47A,PK-GDV,13535,0,1959,2,0,2,1,0,1,0.5,Palembang 
1809,1959-12-31,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,San José de Chiquitos - La Paz,Douglas DC-3,CP-584,19226,0,1959,11,7,4,11,7,4,1.0,San José de Chiquitos 
1811,1960-01-06,"Wilmington/Bolivia, North Carolina",National Airlines,New York - Miami,Douglas DC-6B,N8225H,43742/300,0,1960,34,29,5,34,29,5,1.0,New York 
1812,1960-01-10,Gulf of Sirte,Military - U.S. Army,Misurata - Benghazi,de Havilland Canada U-1A Otter,55-2974,47,0,1960,10,9,1,10,9,1,1.0,Misurata 
1813,1960-01-18,"Charles City, Virginia",Capital Airlines,Washington D.C. - Norfolk,Vickers Viscount 745D,N7462,217,0,1960,50,46,4,50,46,4,1.0,Washington D.C. 
1814,1960-01-19,"Ankara, Turkey",Scandinavian Airlines (SAS),Istanbul - Ankara,Sud Aviation Caravelle 1,OY-KRB,014/14,0,1960,42,35,7,42,35,7,1.0,Istanbul 
1815,1960-01-21,"Montego Bay, Jamacia",AVIANCA,Miami - Montigo Bay,Lockheed 1049E Super Constellation,HK-177,4556,0,1960,46,39,7,37,35,2,0.8043478260869565,Miami 
1816,1960-01-26,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,Darwin - Baucau,de Havilland DH-114 Heron 2D,CR-TAI,14132,0,1960,9,7,2,9,7,2,1.0,Darwin 
1817,1960-02-05,"Cochabamba, Bolivia",Lloyd Aereo Boliviano,Cochabamba - La Paz,Douglas DC-4,CP-609,10510,0,1960,59,55,4,59,55,4,1.0,Cochabamba 
1818,1960-02-25,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,Campos - Rio de Janeiro,Douglas DC-3 / USN R4-D6,PP-AXD/131582,13326 / 43685-307,0,1960,64,53,11,61,50,11,0.953125,Campos 
1819,1960-02-26,"Lvov-Snilow,  Ukraine",Aeroflot,Moscow - Kiev - Lviv,Antonov 10A,CCCP-11180,9401801,0,1960,33,25,8,32,24,8,0.9696969696969697,Moscow 
1820,1960-02-26,"Shannon, Ireland",Alitalia,Rome - Shannon - Gander -New York City,Douglas DC-7C,I-DUVO,45231/945,0,1960,52,40,12,34,23,11,0.6538461538461539,Rome 
1822,1960-03-16,"Nagoya, Japan",All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,JA-5018,6006,0,1960,40,35,5,5,3,2,0.125,Tokyo 
